Year,Géographie,Source,GeoCode,Value
1990,,,,607.749
1991,,,,603.138
1992,,,,621.535
1993,,,,626.611
1994,,,,649.034
1995,,,,667.913
1996,,,,689.258
1997,,,,705.538
1998,,,,712.158
1999,,,,722.853
2000,,,,747.739
2001,,,,738.885
2002,,,,744.657
2003,,,,763.143
2004,,,,766.724
2005,,,,761.492
2006,,,,756.77
2007,,,,776.521
2008,,,,759.573
2009,,,,716.135
2010,,,,728.517
2011,,,,738.322
2012,,,,743.855
2013,,,,750.97
2014,,,,749.706
2015,,,,745.716
2016,,,,731.323
2017,,,,742.01
2018,,,,752.631
2019,,,,752.025
2020,,,,686.362
2021,,,,698.441
2022,,,,707.767
1990,Alberta,Inventaire provincial,48,177.176
1990,Alberta,Exploitation pétrolière et gazière,48,73.203
1990,Alberta,Transports,48,15.213
1990,Alberta,Industrie lourde,48,12.768
1990,Alberta,"Fabrication légère, construction et ressources forestières",48,6.278
1990,Alberta,Bâtiments,48,12.223
1990,Alberta,Déchets et autres,48,2.151
1990,Alberta,Agriculture,48,14.704
1990,Colombie-Britannique,Inventaire provincial,59,51.131
1990,Colombie-Britannique,Exploitation pétrolière et gazière,59,8.378
1990,Colombie-Britannique,Transports,59,15.013
1990,Colombie-Britannique,Industrie lourde,59,8.894
1990,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.334
1990,Colombie-Britannique,Bâtiments,59,7.698
1990,Colombie-Britannique,Déchets et autres,59,2.686
1990,Colombie-Britannique,Agriculture,59,2.438
1990,Canada,Transports,,117.874
1990,Canada,Industrie lourde,,96.795
1990,Canada,"Fabrication légère, construction et ressources forestières",,31.515
1990,Canada,Bâtiments,,72.382
1990,Canada,Déchets et autres,,21.314
1990,Canada,Agriculture,,50.682
1990,Canada,Exploitation pétrolière et gazière,,118.201
1990,Manitoba,Inventaire provincial,46,18.23
1990,Manitoba,Exploitation pétrolière et gazière,46,1.502
1990,Manitoba,Transports,46,5.01
1990,Manitoba,Industrie lourde,46,1.447
1990,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.77
1990,Manitoba,Bâtiments,46,3.11
1990,Manitoba,Déchets et autres,46,0.883
1990,Manitoba,Agriculture,46,4.984
1990,Nouveau-Brunswick,Inventaire provincial,13,16.17
1990,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.219
1990,Nouveau-Brunswick,Transports,13,3.513
1990,Nouveau-Brunswick,Industrie lourde,13,1.816
1990,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.634
1990,Nouveau-Brunswick,Bâtiments,13,1.664
1990,Nouveau-Brunswick,Déchets et autres,13,0.782
1990,Nouveau-Brunswick,Agriculture,13,0.519
1990,Terre-Neuve-et-Labrador,Inventaire provincial,10,9.47
1990,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.074
1990,Terre-Neuve-et-Labrador,Transports,10,2.694
1990,Terre-Neuve-et-Labrador,Industrie lourde,10,1.935
1990,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.383
1990,Terre-Neuve-et-Labrador,Bâtiments,10,1.064
1990,Terre-Neuve-et-Labrador,Déchets et autres,10,0.601
1990,Terre-Neuve-et-Labrador,Agriculture,10,0.078
1990,Territoires du Nord-Ouest,Inventaire territorial,61,1.789
1990,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.393
1990,Territoires du Nord-Ouest,Transports,61,0.524
1990,Territoires du Nord-Ouest,Industrie lourde,61,0.193
1990,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.073
1990,Territoires du Nord-Ouest,Bâtiments,61,0.409
1990,Territoires du Nord-Ouest,Déchets et autres,61,0.038
1990,Territoires du Nord-Ouest,Agriculture,61,0.002
1990,Nouvelle-Écosse,Inventaire provincial,12,19.604
1990,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.717
1990,Nouvelle-Écosse,Transports,12,4.116
1990,Nouvelle-Écosse,Industrie lourde,12,1.062
1990,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.63
1990,Nouvelle-Écosse,Bâtiments,12,2.967
1990,Nouvelle-Écosse,Déchets et autres,12,0.801
1990,Nouvelle-Écosse,Agriculture,12,0.571
1990,Ontario,Inventaire provincial,35,178.443
1990,Ontario,Exploitation pétrolière et gazière,35,10.411
1990,Ontario,Transports,35,41.537
1990,Ontario,Industrie lourde,35,42.185
1990,Ontario,"Fabrication légère, construction et ressources forestières",35,12.88
1990,Ontario,Bâtiments,35,27.59
1990,Ontario,Déchets et autres,35,7.315
1990,Ontario,Agriculture,35,10.852
1990,Île-du-Prince-Édouard,Inventaire provincial,11,1.781
1990,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1990,Île-du-Prince-Édouard,Transports,11,0.533
1990,Île-du-Prince-Édouard,Industrie lourde,11,0.01
1990,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.133
1990,Île-du-Prince-Édouard,Bâtiments,11,0.57
1990,Île-du-Prince-Édouard,Déchets et autres,11,0.073
1990,Île-du-Prince-Édouard,Agriculture,11,0.358
1990,Québec,Inventaire provincial,24,84.384
1990,Québec,Exploitation pétrolière et gazière,24,3.948
1990,Québec,Transports,24,24.594
1990,Québec,Industrie lourde,24,24.674
1990,Québec,"Fabrication légère, construction et ressources forestières",24,5.585
1990,Québec,Bâtiments,24,11.815
1990,Québec,Déchets et autres,24,4.966
1990,Québec,Agriculture,24,7.272
1990,Saskatchewan,Inventaire provincial,47,49.021
1990,Saskatchewan,Exploitation pétrolière et gazière,47,17.356
1990,Saskatchewan,Transports,47,4.904
1990,Saskatchewan,Industrie lourde,47,1.737
1990,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.787
1990,Saskatchewan,Bâtiments,47,3.162
1990,Saskatchewan,Déchets et autres,47,0.998
1990,Saskatchewan,Agriculture,47,8.9
1990,Yukon,Inventaire territorial,60,0.55
1990,Yukon,Exploitation pétrolière et gazière,60,0.0
1990,Yukon,Transports,60,0.224
1990,Yukon,Industrie lourde,60,0.074
1990,Yukon,"Fabrication légère, construction et ressources forestières",60,0.027
1990,Yukon,Bâtiments,60,0.109
1990,Yukon,Déchets et autres,60,0.02
1990,Yukon,Agriculture,60,0.004
1991,Alberta,Inventaire provincial,48,178.214
1991,Alberta,Exploitation pétrolière et gazière,48,74.158
1991,Alberta,Transports,48,13.887
1991,Alberta,Industrie lourde,48,13.236
1991,Alberta,"Fabrication légère, construction et ressources forestières",48,5.558
1991,Alberta,Bâtiments,48,11.977
1991,Alberta,Déchets et autres,48,1.933
1991,Alberta,Agriculture,48,14.963
1991,Colombie-Britannique,Inventaire provincial,59,50.135
1991,Colombie-Britannique,Exploitation pétrolière et gazière,59,8.037
1991,Colombie-Britannique,Transports,59,14.966
1991,Colombie-Britannique,Industrie lourde,59,9.168
1991,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.62
1991,Colombie-Britannique,Bâtiments,59,7.833
1991,Colombie-Britannique,Déchets et autres,59,2.55
1991,Colombie-Britannique,Agriculture,59,2.528
1991,Canada,Exploitation pétrolière et gazière,,119.715
1991,Canada,Transports,,113.246
1991,Canada,Industrie lourde,,96.616
1991,Canada,"Fabrication légère, construction et ressources forestières",,29.159
1991,Canada,Bâtiments,,71.728
1991,Canada,Déchets et autres,,21.383
1991,Canada,Agriculture,,50.784
1991,Manitoba,Inventaire provincial,46,17.907
1991,Manitoba,Exploitation pétrolière et gazière,46,1.637
1991,Manitoba,Transports,46,4.866
1991,Manitoba,Industrie lourde,46,1.346
1991,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.694
1991,Manitoba,Bâtiments,46,3.032
1991,Manitoba,Déchets et autres,46,0.916
1991,Manitoba,Agriculture,46,5.027
1991,Nouveau-Brunswick,Inventaire provincial,13,15.507
1991,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.157
1991,Nouveau-Brunswick,Transports,13,3.442
1991,Nouveau-Brunswick,Industrie lourde,13,1.759
1991,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.629
1991,Nouveau-Brunswick,Bâtiments,13,1.751
1991,Nouveau-Brunswick,Déchets et autres,13,0.796
1991,Nouveau-Brunswick,Agriculture,13,0.524
1991,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.415
1991,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.041
1991,Terre-Neuve-et-Labrador,Transports,10,2.651
1991,Terre-Neuve-et-Labrador,Industrie lourde,10,1.396
1991,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.302
1991,Terre-Neuve-et-Labrador,Bâtiments,10,1.019
1991,Terre-Neuve-et-Labrador,Déchets et autres,10,0.614
1991,Terre-Neuve-et-Labrador,Agriculture,10,0.091
1991,Territoires du Nord-Ouest,Inventaire territorial,61,1.761
1991,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.313
1991,Territoires du Nord-Ouest,Transports,61,0.485
1991,Territoires du Nord-Ouest,Industrie lourde,61,0.144
1991,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.048
1991,Territoires du Nord-Ouest,Bâtiments,61,0.568
1991,Territoires du Nord-Ouest,Déchets et autres,61,0.039
1991,Territoires du Nord-Ouest,Agriculture,61,0.009
1991,Nouvelle-Écosse,Inventaire provincial,12,19.267
1991,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.793
1991,Nouvelle-Écosse,Transports,12,3.915
1991,Nouvelle-Écosse,Industrie lourde,12,0.91
1991,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.529
1991,Nouvelle-Écosse,Bâtiments,12,2.7
1991,Nouvelle-Écosse,Déchets et autres,12,0.812
1991,Nouvelle-Écosse,Agriculture,12,0.645
1991,Ontario,Inventaire provincial,35,177.605
1991,Ontario,Exploitation pétrolière et gazière,35,9.781
1991,Ontario,Transports,35,39.748
1991,Ontario,Industrie lourde,35,42.207
1991,Ontario,"Fabrication légère, construction et ressources forestières",35,12.478
1991,Ontario,Bâtiments,35,27.821
1991,Ontario,Déchets et autres,35,7.608
1991,Ontario,Agriculture,35,10.668
1991,Île-du-Prince-Édouard,Inventaire provincial,11,1.73
1991,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1991,Île-du-Prince-Édouard,Transports,11,0.533
1991,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1991,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.137
1991,Île-du-Prince-Édouard,Bâtiments,11,0.534
1991,Île-du-Prince-Édouard,Déchets et autres,11,0.074
1991,Île-du-Prince-Édouard,Agriculture,11,0.351
1991,Québec,Inventaire provincial,24,79.922
1991,Québec,Exploitation pétrolière et gazière,24,3.431
1991,Québec,Transports,24,23.299
1991,Québec,Industrie lourde,24,24.593
1991,Québec,"Fabrication légère, construction et ressources forestières",24,4.85
1991,Québec,Bâtiments,24,11.111
1991,Québec,Déchets et autres,24,4.983
1991,Québec,Agriculture,24,7.129
1991,Saskatchewan,Inventaire provincial,47,52.163
1991,Saskatchewan,Exploitation pétrolière et gazière,47,19.362
1991,Saskatchewan,Transports,47,5.234
1991,Saskatchewan,Industrie lourde,47,1.77
1991,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,1.289
1991,Saskatchewan,Bâtiments,47,3.282
1991,Saskatchewan,Déchets et autres,47,1.036
1991,Saskatchewan,Agriculture,47,8.842
1991,Yukon,Inventaire territorial,60,0.512
1991,Yukon,Exploitation pétrolière et gazière,60,0.004
1991,Yukon,Transports,60,0.219
1991,Yukon,Industrie lourde,60,0.078
1991,Yukon,"Fabrication légère, construction et ressources forestières",60,0.027
1991,Yukon,Bâtiments,60,0.101
1991,Yukon,Déchets et autres,60,0.021
1991,Yukon,Agriculture,60,0.007
1992,Alberta,Inventaire provincial,48,186.133
1992,Alberta,Exploitation pétrolière et gazière,48,79.265
1992,Alberta,Transports,48,13.952
1992,Alberta,Industrie lourde,48,13.023
1992,Alberta,"Fabrication légère, construction et ressources forestières",48,5.203
1992,Alberta,Bâtiments,48,11.412
1992,Alberta,Déchets et autres,48,2.018
1992,Alberta,Agriculture,48,15.58
1992,Colombie-Britannique,Inventaire provincial,59,49.102
1992,Colombie-Britannique,Exploitation pétrolière et gazière,59,7.29
1992,Colombie-Britannique,Transports,59,15.296
1992,Colombie-Britannique,Industrie lourde,59,8.235
1992,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.655
1992,Colombie-Britannique,Bâtiments,59,7.854
1992,Colombie-Britannique,Déchets et autres,59,2.589
1992,Colombie-Britannique,Agriculture,59,2.638
1992,Canada,Exploitation pétrolière et gazière,,129.424
1992,Canada,Transports,,115.307
1992,Canada,Industrie lourde,,94.059
1992,Canada,"Fabrication légère, construction et ressources forestières",,28.385
1992,Canada,Bâtiments,,73.61
1992,Canada,Déchets et autres,,21.551
1992,Canada,Agriculture,,52.96
1992,Manitoba,Inventaire provincial,46,18.244
1992,Manitoba,Exploitation pétrolière et gazière,46,1.894
1992,Manitoba,Transports,46,4.914
1992,Manitoba,Industrie lourde,46,1.183
1992,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.582
1992,Manitoba,Bâtiments,46,3.005
1992,Manitoba,Déchets et autres,46,0.949
1992,Manitoba,Agriculture,46,5.324
1992,Nouveau-Brunswick,Inventaire provincial,13,16.277
1992,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.254
1992,Nouveau-Brunswick,Transports,13,3.53
1992,Nouveau-Brunswick,Industrie lourde,13,1.682
1992,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.639
1992,Nouveau-Brunswick,Bâtiments,13,1.618
1992,Nouveau-Brunswick,Déchets et autres,13,0.822
1992,Nouveau-Brunswick,Agriculture,13,0.552
1992,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.335
1992,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,0.875
1992,Terre-Neuve-et-Labrador,Transports,10,2.669
1992,Terre-Neuve-et-Labrador,Industrie lourde,10,1.281
1992,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.236
1992,Terre-Neuve-et-Labrador,Bâtiments,10,1.03
1992,Terre-Neuve-et-Labrador,Déchets et autres,10,0.628
1992,Terre-Neuve-et-Labrador,Agriculture,10,0.112
1992,Territoires du Nord-Ouest,Inventaire territorial,61,1.576
1992,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.217
1992,Territoires du Nord-Ouest,Transports,61,0.497
1992,Territoires du Nord-Ouest,Industrie lourde,61,0.087
1992,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.044
1992,Territoires du Nord-Ouest,Bâtiments,61,0.552
1992,Territoires du Nord-Ouest,Déchets et autres,61,0.04
1992,Territoires du Nord-Ouest,Agriculture,61,0.012
1992,Nouvelle-Écosse,Inventaire provincial,12,19.627
1992,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.752
1992,Nouvelle-Écosse,Transports,12,4.02
1992,Nouvelle-Écosse,Industrie lourde,12,0.843
1992,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.522
1992,Nouvelle-Écosse,Bâtiments,12,2.979
1992,Nouvelle-Écosse,Déchets et autres,12,0.824
1992,Nouvelle-Écosse,Agriculture,12,0.702
1992,Ontario,Inventaire provincial,35,181.368
1992,Ontario,Exploitation pétrolière et gazière,35,11.253
1992,Ontario,Transports,35,40.426
1992,Ontario,Industrie lourde,35,43.344
1992,Ontario,"Fabrication légère, construction et ressources forestières",35,11.374
1992,Ontario,Bâtiments,35,29.648
1992,Ontario,Déchets et autres,35,7.501
1992,Ontario,Agriculture,35,10.942
1992,Île-du-Prince-Édouard,Inventaire provincial,11,1.713
1992,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1992,Île-du-Prince-Édouard,Transports,11,0.524
1992,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1992,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.137
1992,Île-du-Prince-Édouard,Bâtiments,11,0.55
1992,Île-du-Prince-Édouard,Déchets et autres,11,0.076
1992,Île-du-Prince-Édouard,Agriculture,11,0.365
1992,Québec,Inventaire provincial,24,80.103
1992,Québec,Exploitation pétrolière et gazière,24,3.463
1992,Québec,Transports,24,23.864
1992,Québec,Industrie lourde,24,22.843
1992,Québec,"Fabrication légère, construction et ressources forestières",24,4.911
1992,Québec,Bâtiments,24,11.781
1992,Québec,Déchets et autres,24,5.009
1992,Québec,Agriculture,24,7.277
1992,Saskatchewan,Inventaire provincial,47,58.438
1992,Saskatchewan,Exploitation pétrolière et gazière,47,23.005
1992,Saskatchewan,Transports,47,5.393
1992,Saskatchewan,Industrie lourde,47,1.483
1992,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,2.056
1992,Saskatchewan,Bâtiments,47,3.094
1992,Saskatchewan,Déchets et autres,47,1.073
1992,Saskatchewan,Agriculture,47,9.445
1992,Yukon,Inventaire territorial,60,0.618
1992,Yukon,Exploitation pétrolière et gazière,60,0.157
1992,Yukon,Transports,60,0.222
1992,Yukon,Industrie lourde,60,0.043
1992,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
1992,Yukon,Bâtiments,60,0.087
1992,Yukon,Déchets et autres,60,0.021
1992,Yukon,Agriculture,60,0.012
1993,Alberta,Inventaire provincial,48,192.277
1993,Alberta,Exploitation pétrolière et gazière,48,83.566
1993,Alberta,Transports,48,14.264
1993,Alberta,Industrie lourde,48,13.057
1993,Alberta,"Fabrication légère, construction et ressources forestières",48,4.401
1993,Alberta,Bâtiments,48,12.096
1993,Alberta,Déchets et autres,48,2.096
1993,Alberta,Agriculture,48,16.411
1993,Colombie-Britannique,Inventaire provincial,59,51.989
1993,Colombie-Britannique,Exploitation pétrolière et gazière,59,7.022
1993,Colombie-Britannique,Transports,59,15.716
1993,Colombie-Britannique,Industrie lourde,59,8.303
1993,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.882
1993,Colombie-Britannique,Bâtiments,59,8.793
1993,Colombie-Britannique,Déchets et autres,59,2.605
1993,Colombie-Britannique,Agriculture,59,2.645
1993,Canada,Exploitation pétrolière et gazière,,138.268
1993,Canada,Transports,,118.258
1993,Canada,Industrie lourde,,93.475
1993,Canada,"Fabrication légère, construction et ressources forestières",,25.599
1993,Canada,Bâtiments,,77.197
1993,Canada,Déchets et autres,,21.875
1993,Canada,Agriculture,,54.306
1993,Manitoba,Inventaire provincial,46,18.321
1993,Manitoba,Exploitation pétrolière et gazière,46,1.966
1993,Manitoba,Transports,46,4.88
1993,Manitoba,Industrie lourde,46,1.164
1993,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.533
1993,Manitoba,Bâtiments,46,3.07
1993,Manitoba,Déchets et autres,46,0.982
1993,Manitoba,Agriculture,46,5.423
1993,Nouveau-Brunswick,Inventaire provincial,13,15.521
1993,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.454
1993,Nouveau-Brunswick,Transports,13,3.615
1993,Nouveau-Brunswick,Industrie lourde,13,1.747
1993,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.603
1993,Nouveau-Brunswick,Bâtiments,13,1.526
1993,Nouveau-Brunswick,Déchets et autres,13,0.835
1993,Nouveau-Brunswick,Agriculture,13,0.548
1993,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.482
1993,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.058
1993,Terre-Neuve-et-Labrador,Transports,10,2.752
1993,Terre-Neuve-et-Labrador,Industrie lourde,10,1.279
1993,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.229
1993,Terre-Neuve-et-Labrador,Bâtiments,10,1.051
1993,Terre-Neuve-et-Labrador,Déchets et autres,10,0.641
1993,Terre-Neuve-et-Labrador,Agriculture,10,0.106
1993,Territoires du Nord-Ouest,Inventaire territorial,61,1.879
1993,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.246
1993,Territoires du Nord-Ouest,Transports,61,0.58
1993,Territoires du Nord-Ouest,Industrie lourde,61,0.19
1993,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.039
1993,Territoires du Nord-Ouest,Bâtiments,61,0.644
1993,Territoires du Nord-Ouest,Déchets et autres,61,0.041
1993,Territoires du Nord-Ouest,Agriculture,61,0.002
1993,Nouvelle-Écosse,Inventaire provincial,12,19.652
1993,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.911
1993,Nouvelle-Écosse,Transports,12,4.12
1993,Nouvelle-Écosse,Industrie lourde,12,0.828
1993,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.49
1993,Nouvelle-Écosse,Bâtiments,12,2.829
1993,Nouvelle-Écosse,Déchets et autres,12,0.837
1993,Nouvelle-Écosse,Agriculture,12,0.619
1993,Ontario,Inventaire provincial,35,172.133
1993,Ontario,Exploitation pétrolière et gazière,35,11.666
1993,Ontario,Transports,35,41.26
1993,Ontario,Industrie lourde,35,41.007
1993,Ontario,"Fabrication légère, construction et ressources forestières",35,11.05
1993,Ontario,Bâtiments,35,30.893
1993,Ontario,Déchets et autres,35,7.645
1993,Ontario,Agriculture,35,10.882
1993,Île-du-Prince-Édouard,Inventaire provincial,11,1.719
1993,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1993,Île-du-Prince-Édouard,Transports,11,0.531
1993,Île-du-Prince-Édouard,Industrie lourde,11,0.009
1993,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.141
1993,Île-du-Prince-Édouard,Bâtiments,11,0.529
1993,Île-du-Prince-Édouard,Déchets et autres,11,0.077
1993,Île-du-Prince-Édouard,Agriculture,11,0.359
1993,Québec,Inventaire provincial,24,81.255
1993,Québec,Exploitation pétrolière et gazière,24,3.677
1993,Québec,Transports,24,24.845
1993,Québec,Industrie lourde,24,23.525
1993,Québec,"Fabrication légère, construction et ressources forestières",24,4.573
1993,Québec,Bâtiments,24,12.064
1993,Québec,Déchets et autres,24,4.982
1993,Québec,Agriculture,24,7.297
1993,Saskatchewan,Inventaire provincial,47,62.867
1993,Saskatchewan,Exploitation pétrolière et gazière,47,26.593
1993,Saskatchewan,Transports,47,5.495
1993,Saskatchewan,Industrie lourde,47,2.343
1993,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.633
1993,Saskatchewan,Bâtiments,47,3.601
1993,Saskatchewan,Déchets et autres,47,1.111
1993,Saskatchewan,Agriculture,47,10.006
1993,Yukon,Inventaire territorial,60,0.517
1993,Yukon,Exploitation pétrolière et gazière,60,0.11
1993,Yukon,Transports,60,0.2
1993,Yukon,Industrie lourde,60,0.023
1993,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
1993,Yukon,Bâtiments,60,0.1
1993,Yukon,Déchets et autres,60,0.022
1993,Yukon,Agriculture,60,0.008
1994,Alberta,Inventaire provincial,48,202.335
1994,Alberta,Exploitation pétrolière et gazière,48,85.757
1994,Alberta,Transports,48,16.003
1994,Alberta,Industrie lourde,48,14.873
1994,Alberta,"Fabrication légère, construction et ressources forestières",48,3.983
1994,Alberta,Bâtiments,48,12.857
1994,Alberta,Déchets et autres,48,2.203
1994,Alberta,Agriculture,48,17.073
1994,Colombie-Britannique,Inventaire provincial,59,54.781
1994,Colombie-Britannique,Exploitation pétrolière et gazière,59,9.266
1994,Colombie-Britannique,Transports,59,16.471
1994,Colombie-Britannique,Industrie lourde,59,8.591
1994,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,2.974
1994,Colombie-Britannique,Bâtiments,59,8.337
1994,Colombie-Britannique,Déchets et autres,59,2.689
1994,Colombie-Britannique,Agriculture,59,2.564
1994,Canada,Exploitation pétrolière et gazière,,144.43
1994,Canada,Transports,,124.345
1994,Canada,Industrie lourde,,98.871
1994,Canada,"Fabrication légère, construction et ressources forestières",,26.015
1994,Canada,Bâtiments,,77.532
1994,Canada,Déchets et autres,,22.34
1994,Canada,Agriculture,,55.884
1994,Manitoba,Inventaire provincial,46,18.805
1994,Manitoba,Exploitation pétrolière et gazière,46,1.941
1994,Manitoba,Transports,46,5.135
1994,Manitoba,Industrie lourde,46,1.038
1994,Manitoba,"Fabrication légère, construction et ressources forestières",46,0.672
1994,Manitoba,Bâtiments,46,2.909
1994,Manitoba,Déchets et autres,46,1.015
1994,Manitoba,Agriculture,46,5.779
1994,Nouveau-Brunswick,Inventaire provincial,13,16.977
1994,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.486
1994,Nouveau-Brunswick,Transports,13,3.782
1994,Nouveau-Brunswick,Industrie lourde,13,1.702
1994,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.741
1994,Nouveau-Brunswick,Bâtiments,13,1.471
1994,Nouveau-Brunswick,Déchets et autres,13,0.863
1994,Nouveau-Brunswick,Agriculture,13,0.553
1994,Terre-Neuve-et-Labrador,Inventaire provincial,10,7.552
1994,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,0.473
1994,Terre-Neuve-et-Labrador,Transports,10,2.739
1994,Terre-Neuve-et-Labrador,Industrie lourde,10,1.596
1994,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.252
1994,Terre-Neuve-et-Labrador,Bâtiments,10,1.004
1994,Terre-Neuve-et-Labrador,Déchets et autres,10,0.654
1994,Terre-Neuve-et-Labrador,Agriculture,10,0.107
1994,Territoires du Nord-Ouest,Inventaire territorial,61,2.046
1994,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.226
1994,Territoires du Nord-Ouest,Transports,61,0.601
1994,Territoires du Nord-Ouest,Industrie lourde,61,0.315
1994,Territoires du Nord-Ouest,"Fabrication légère, construction et ressources forestières",61,0.027
1994,Territoires du Nord-Ouest,Bâtiments,61,0.694
1994,Territoires du Nord-Ouest,Déchets et autres,61,0.043
1994,Territoires du Nord-Ouest,Agriculture,61,0.002
1994,Nouvelle-Écosse,Inventaire provincial,12,19.091
1994,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.594
1994,Nouvelle-Écosse,Transports,12,4.22
1994,Nouvelle-Écosse,Industrie lourde,12,0.932
1994,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.546
1994,Nouvelle-Écosse,Bâtiments,12,2.631
1994,Nouvelle-Écosse,Déchets et autres,12,0.852
1994,Nouvelle-Écosse,Agriculture,12,0.627
1994,Ontario,Inventaire provincial,35,174.085
1994,Ontario,Exploitation pétrolière et gazière,35,11.254
1994,Ontario,Transports,35,42.81
1994,Ontario,Industrie lourde,35,42.945
1994,Ontario,"Fabrication légère, construction et ressources forestières",35,11.246
1994,Ontario,Bâtiments,35,31.708
1994,Ontario,Déchets et autres,35,7.77
1994,Ontario,Agriculture,35,10.928
1994,Île-du-Prince-Édouard,Inventaire provincial,11,1.739
1994,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
1994,Île-du-Prince-Édouard,Transports,11,0.564
1994,Île-du-Prince-Édouard,Industrie lourde,11,0.007
1994,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.146
1994,Île-du-Prince-Édouard,Bâtiments,11,0.513
1994,Île-du-Prince-Édouard,Déchets et autres,11,0.079
1994,Île-du-Prince-Édouard,Agriculture,11,0.37
1994,Québec,Inventaire provincial,24,83.383
1994,Québec,Exploitation pétrolière et gazière,24,4.062
1994,Québec,Transports,24,26.045
1994,Québec,Industrie lourde,24,24.048
1994,Québec,"Fabrication légère, construction et ressources forestières",24,4.495
1994,Québec,Bâtiments,24,11.929
